"Program","Year","Period","Week Ending","State","State ANSI","Fruit","ORGANIC","Organic detail","Category","Chemical","Amount","Value","CV (%)"
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(SPIROMESIFEN = 24875)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(SULFOXAFLOR = 5210)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(THIAMETHOXAM = 60109)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","(ACIBENZOLAR-S-METHYL = 61402)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","(CYTOKININS = 116801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","(ETHEPHON = 99801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","(INDOLEBUTYRIC ACID = 46701)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","(METAM-POTASSIUM = 39002)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","(PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(AZOXYSTROBIN = 128810)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(BACILLUS SUBTILIS = 6479)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(BORAX DECAHYDRATE = 11102)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(BOSCALID = 128008)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)",10.5,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(CYFLUFENAMID = 555550)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(CYPRODINIL = 288202)",2.8,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(DIFENOCONAZOLE = 128847)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(FENHEXAMID = 90209)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(FLUDIOXONIL = 71503)",3.4,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(FLUOPYRAM = 80302)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(MEFENOXAM = 113502)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(MONO-POTASSIUM SALT = 76416)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(PROPICONAZOLE = 122101)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(PYDIFLUMETOFEN = 90110)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(PYRACLOSTROBIN = 99100)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(PYRIMETHANIL = 288201)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(TETRACONAZOLE = 120603)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(THIOPHANATE-METHYL = 102001)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)",9.5,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(TRIFLUMIZOLE = 128879)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(CLETHODIM = 121011)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(COPPER ETHANOLAMINE = 24409)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(DIMETHENAMID = 129051)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(FLUMIOXAZIN = 129034)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(FLUROXYPYR 1-MHE = 128968)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(HALOSULFURON-METHYL = 128721)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(KANTOR = 129108)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(ABAMECTIN = 122804)",2.1,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(ACETAMIPRID = 99050)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(BIFENAZATE = 586)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(BIFENTHRIN = 128825)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CHLORANTRANILIPROLE = 90100)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CYANTRANILIPROLE = 90098)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CYFLUMETOFEN = 138831)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(DIAZINON = 57801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(FENAZAQUIN = 44501)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(FENPYROXIMATE = 129131)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(IMIDACLOPRID = 129099)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(METHOXYFENOZIDE = 121027)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(NALED = 34401)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(NOVALURON = 124002)",2.6,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(SPINETORAM = 110007)",1.8,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(SPIROMESIFEN = 24875)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(SULFOXAFLOR = 5210)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(THIAMETHOXAM = 60109)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(ACIBENZOLAR-S-METHYL = 61402)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(CYTOKININS = 116801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(ETHEPHON = 99801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(INDOLEBUTYRIC ACID = 46701)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(METAM-POTASSIUM = 39002)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(AZOXYSTROBIN = 128810)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BACILLUS SUBTILIS = 6479)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BORAX DECAHYDRATE = 11102)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BOSCALID = 128008)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)",61,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CYFLUFENAMID = 555550)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CYPRODINIL = 288202)",65,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(DIFENOCONAZOLE = 128847)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FENHEXAMID = 90209)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUDIOXONIL = 71503)",66,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUOPYRAM = 80302)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MEFENOXAM = 113502)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MONO-POTASSIUM SALT = 76416)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PROPICONAZOLE = 122101)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYDIFLUMETOFEN = 90110)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYRACLOSTROBIN = 99100)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYRIMETHANIL = 288201)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TETRACONAZOLE = 120603)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(THIOPHANATE-METHYL = 102001)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)",61,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TOTAL)",66,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TRIFLUMIZOLE = 128879)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(CLETHODIM = 121011)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(COPPER ETHANOLAMINE = 24409)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(DIMETHENAMID = 129051)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(FLUMIOXAZIN = 129034)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(FLUROXYPYR 1-MHE = 128968)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(HALOSULFURON-METHYL = 128721)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(KANTOR = 129108)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(TOTAL)",9,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ABAMECTIN = 122804)",7,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ACETAMIPRID = 99050)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BIFENAZATE = 586)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BIFENTHRIN = 128825)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CHLORANTRANILIPROLE = 90100)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CYANTRANILIPROLE = 90098)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CYFLUMETOFEN = 138831)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(DIAZINON = 57801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FENAZAQUIN = 44501)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FENPYROXIMATE = 129131)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(IMIDACLOPRID = 129099)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(METHOXYFENOZIDE = 121027)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NALED = 34401)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NOVALURON = 124002)",58,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SPINETORAM = 110007)",57,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SPIROMESIFEN = 24875)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SULFOXAFLOR = 5210)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(THIAMETHOXAM = 60109)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(TOTAL)",62,NA
